Typical Values,(as sold) per 100g,(as sold) per 80g serving,%GDA,your GDA*,item name,(as sold) per 80g,per 100g,per 80g serving,(as sold) per 1/2 pack (160g),per 1/2 pack (160g) %RI,your RI*,(as consumed) per 100g ,(as consumed) per 1/2 pack (171g),per 1/2 pack (171g) %RI,per 1/2 pack (90g),%RI,(as sold) per 1/2 pack (175g), per 1/2 pack (175g) %RI, your RI*,(stir fried) per 100g,(stir fried) per 1/2 pack (143g),per 1/2 pack (143g) %RI,your RI* ,(as consumed) per 100g,(as consumed) per 1/2 pack (187g),per 1/2 pack (187g) %RI,per 1/2 pack (160g) % RI,(as consumed) per 1/2 pack (166g),per 1/2 pack (166g) %RI,(microwaved) per 100g,(microwaved) per 1/4 pack (approx. 111g),(as consumed) per 1/2 pack (147g),per teaspoon (5g),per teaspoon (5g) %RI,per 80g serving %GDA,per 100g (as sold):,per 80g:,GDA % values per 80g:,Recommended guideline daily amounts for adults (GDA):,(as sold) per 2 small potatoes (130g),per 2 small potatoes (130g) %GDA,per 80g,per 1/2 pack (125g), per 1/2 pack (125g) %RI,(as sold) per potato (175g),% GDA,(as sold)per 100g,per 80g %GDA,per 80g serving % GDA,your GDA *,(as sold) per 100g portion,per 100g portion %RI,(as sold) per 100g:,(as sold) per 80g:,For Peeled Potatoes Boiled in Unsalted Water Per 100g,For Peeled Potatoes Boiled in Unsalted Water Per 175g portion,%RI provided per 175g portion,RI*,per 80g serving %RI,per 80g serving:,GDA% values per 80g serving:,per 1/4 pack (40g),per 1/4 pack (40g) %RI,per 1/4 pack (81g),per 1/4 pack (81g) %RI,per 100g:,per 6 babycorn:,GDA % values per 6 babycorn:,4 tablespoons,per 80g portion,per 80g portion %RI,per 80g % GDA,(as consumed) per 1/2 pack (225g),(as sold) per 100g ,per 1/4 pack serving,per 1/4 pack serving %RI,(as sold) per 5g,(as sold) per 1/2 pack (187g),per 1/2 pack (187g) % RI,per 1/4 pack (approx. 87g),per 1/4 pack (approx. 87g) %RI,(microwaved) per 1/2 pack (162g),(as sold) per 1/2 pack (125g),per 1/2 pack (125g) % RI,(as sold) per serving,(boiled) per 100g,(boiled) per 1/4 pack (approx. 132g),per 1/4 pack (approx. 132g) %RI,per 1/2 pack (35g),per 1/2 pack (35g) %RI,(as sold) per 1/4 pack (125g),per 1/4 pack (125g) %RI,(as sold) per 175g serving,per 1/2 pack (150g),(as consumed) per 100g (1/2 pack),per serving,per 175g serving,(as sold) per 1/2 pack (200g),per 1/2 pack (200g) %RI,(as consumed) per 1/2 pack (200g),(as consumed) per 1/2 pack (79g),(as sold) per 1/2 pack (250g),per 1/2 pack (250g) %RI,(as consumed) per 1/2 pack (150g),100g contains:,1/2 of a pack (200g) contains:,(as consumed) per 1/2 pack (146g),(as consumed) per mini stuffed mushroom (26g),Two Croquettes (100g) contains:,1/4 of a pack (70g) contains:,Per 100g,(edible portion) per 100g,(edible portion) per 80g portion,per 1/2 pack (80g),per 1/2 pack (80g) %RI,(as sold) per 1/2 pack (180g),per 1/2 pack (180g) %RI
Salt ,,,,,Morrisons Blackbean Stir Fry Sauce  180g,,1.3g,,,,6g,,,,1.17g,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Reference intake of an average adult (8400kJ/2000kcal) (RI),,,,,Morrisons Blackbean Stir Fry Sauce  180g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contains 2 portions,,,,,Morrisons Blackbean Stir Fry Sauce  180g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy ,,,,,Morrisons Free Range Egg Noodles  410g,,,,,,8400kJ/2000kcal,,,,,,,,,,,,,787kJ/187kcal,1472kJ/349kcal,18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat ,,,,,Morrisons Free Range Egg Noodles  410g,,,,,,70g,,,,,,,,,,,,,3.6g,6.7g,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of which saturates ,,,,,Morrisons Free Range Egg Noodles  410g,,,,,,20g,,,,,,,,,,,,,1g,1.9g,9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate ,,,,,Morrisons Free Range Egg Noodles  410g,,,,,,,,,,,,,,,,,,,31.8g,59.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of which sugars ,,,,,Morrisons Free Range Egg Noodles  410g,,,,,,90g,,,,,,,,,,,,,0.4g,0.7g,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre ,,,,,Morrisons Free Range Egg Noodles  410g,,,,,,,,,,,,,,,,,,,2.3g,4.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein ,,,,,Morrisons Free Range Egg Noodles  410g,,,,,,,,,,,,,,,,,,,5.6g,10.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt ,,,,,Morrisons Free Range Egg Noodles  410g,,,,,,6g,,,,,,,,,,,,,0.14g,0.26g,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Reference intake of an average adult (8400kJ/2000kcal) (RI),,,,,Morrisons Free Range Egg Noodles  410g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contains 2 portions,,,,,Morrisons Free Range Egg Noodles  410g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy ,147kJ/35kcal,,,,Morrisons Mixed Pepper Stir Fry 320g,,,,235kJ/56kcal,3%,8400kJ/2000kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat ,0.5g,,,,Morrisons Mixed Pepper Stir Fry 320g,,,,0.8g,1%,70g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which saturates ,0.1g,,,,Morrisons Mixed Pepper Stir Fry 320g,,,,0.2g,1%,20g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate ,4.8g,,,,Morrisons Mixed Pepper Stir Fry 320g,,,,7.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which sugars ,3.9g,,,,Morrisons Mixed Pepper Stir Fry 320g,,,,6.2g,7%,90g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre ,2.2g,,,,Morrisons Mixed Pepper Stir Fry 320g,,,,3.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein ,1.7g,,,,Morrisons Mixed Pepper Stir Fry 320g,,,,2.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt ,trace,,,,Morrisons Mixed Pepper Stir Fry 320g,,,,trace,1%,6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Reference intake of an average adult (8400kJ/2000kcal) (RI),,,,,Morrisons Mixed Pepper Stir Fry 320g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contains 2 portions,,,,,Morrisons Mixed Pepper Stir Fry 320g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy ,131kJ/31kcal,,,,Morrisons Mushroom Stir Fry  320g,,,,209kJ/50kcal,,8400kJ/2000kcal,,,,,,,,,,,,,,,,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat ,0.5g,,,,Morrisons Mushroom Stir Fry  320g,,,,0.8g,,70g,,,,,,,,,,,,,,,,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which saturates ,0.1g,,,,Morrisons Mushroom Stir Fry  320g,,,,0.2g,,20g,,,,,,,,,,,,,,,,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate ,3.5g,,,,Morrisons Mushroom Stir Fry  320g,,,,5.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which sugars ,3g,,,,Morrisons Mushroom Stir Fry  320g,,,,4.8g,,90g,,,,,,,,,,,,,,,,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre ,2.1g,,,,Morrisons Mushroom Stir Fry  320g,,,,3.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein ,2.1g,,,,Morrisons Mushroom Stir Fry  320g,,,,3.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt ,trace,,,,Morrisons Mushroom Stir Fry  320g,,,,trace,,6g,,,,,,,,,,,,,,,,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Reference intake of an average adult (8400kJ/2000kcal) (RI),,,,,Morrisons Mushroom Stir Fry  320g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contains 2 portions,,,,,Morrisons Mushroom Stir Fry  320g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy ,,,,,Morrisons Sweet Chilli Stir Fry Sauce  180ml,,404kJ/96kcal,,,,8400kJ/2000kcal,,,,364kJ/86kcal,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat ,,,,,Morrisons Sweet Chilli Stir Fry Sauce  180ml,,1.1g,,,,70g,,,,1g,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which saturates ,,,,,Morrisons Sweet Chilli Stir Fry Sauce  180ml,,0.1g,,,,20g,,,,0.1g,<1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate ,,,,,Morrisons Sweet Chilli Stir Fry Sauce  180ml,,20.5g,,,,,,,,18.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 of which sugars ,,,,,Morrisons Sweet Chilli Stir Fry Sauce  180ml,,17.7g,,,,90g,,,,15.9g,18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre ,,,,,Morrisons Sweet Chilli Stir Fry Sauce  180ml,,0.6g,,,,,,,,0.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein ,,,,,Morrisons Sweet Chilli Stir Fry Sauce  180ml,,0.6g,,,,,,,,0.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt ,,,,,Morrisons Sweet Chilli Stir Fry Sauce  180ml,,1g,,,,6g,,,,0.9g,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Reference intake of an average adult (8400kJ/2000kcal),,,,,Morrisons Sweet Chilli Stir Fry Sauce  180ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contains 2 portions,,,,,Morrisons Sweet Chilli Stir Fry Sauce  180ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy ,,,,,Morrisons Singapore Rice Noodles  360g,,,,,,8400kJ/2000kcal,,,,,,,,,,,,,679kJ/160kcal,,,,1126kJ/266kcal,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat ,,,,,Morrisons Singapore Rice Noodles  360g,,,,,,70g,,,,,,,,,,,,,2g,,,,3.3g,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of which saturates ,,,,,Morrisons Singapore Rice Noodles  360g,,,,,,20g,,,,,,,,,,,,,0.2g,,,,0.3g,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate ,,,,,Morrisons Singapore Rice Noodles  360g,,,,,,,,,,,,,,,,,,,32.1g,,,,53.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of which sugars ,,,,,Morrisons Singapore Rice Noodles  360g,,,,,,90g,,,,,,,,,,,,,3g,,,,5g,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre ,,,,,Morrisons Singapore Rice Noodles  360g,,,,,,,,,,,,,,,,,,,1.4g,,,,2.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein ,,,,,Morrisons Singapore Rice Noodles  360g,,,,,,,,,,,,,,,,,,,2.8g,,,,4.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt ,,,,,Morrisons Singapore Rice Noodles  360g,,,,,,6g,,,,,,,,,,,,,0.25g,,,,0.42g,7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Reference intake of an average adult (8400kJ/2000kcal) (RI),,,,,Morrisons Singapore Rice Noodles  360g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contains 2 portions,,,,,Morrisons Singapore Rice Noodles  360g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy ,214kJ/51kcal,,2.1%,2000kcal,Morrisons Brussels Sprouts 500g,171kJ/41kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein ,3.5g,,,,Morrisons Brussels Sprouts 500g,2.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrates,4.1g,,,,Morrisons Brussels Sprouts 500g,3.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of which sugars ,3.1g,,2.8%,90g,Morrisons Brussels Sprouts 500g,2.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat ,1.4g,,1.6%,70g,Morrisons Brussels Sprouts 500g,1.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of which saturates ,0.3g,,1%,20g,Morrisons Brussels Sprouts 500g,0.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre ,4.1g,,,,Morrisons Brussels Sprouts 500g,3.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sodium ,trace,,,,Morrisons Brussels Sprouts 500g,trace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt equivalent ,trace,,trace,6g,Morrisons Brussels Sprouts 500g,trace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Recommended guideline daily amounts for adults (GDA),,,,,Morrisons Brussels Sprouts 500g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,,,,,Morrisons Cheesy Mash 500g,,,,,,8400kJ/2000kcal,,,,,8%,,,,,,,,,,,,,,639kJ/153kcal,711kJ/170kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat,,,,,Morrisons Cheesy Mash 500g,,,,,,70g,,,,,13%,,,,,,,,,,,,,,7.9g,8.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of which saturates,,,,,Morrisons Cheesy Mash 500g,,,,,,20g,,,,,30%,,,,,,,,,,,,,,5.5g,6.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate,,,,,Morrisons Cheesy Mash 500g,,,,,,,,,,,,,,,,,,,,,,,,,14.3g,16g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of which sugars,,,,,Morrisons Cheesy Mash 500g,,,,,,90g,,,,,<1%,,,,,,,,,,,,,,0.3g,0.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre,,,,,Morrisons Cheesy Mash 500g,,,,,,,,,,,,,,,,,,,,,,,,,1.2g,1.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein,,,,,Morrisons Cheesy Mash 500g,,,,,,,,,,,,,,,,,,,,,,,,,5.5g,6.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt,,,,,Morrisons Cheesy Mash 500g,,,,,,6g,,,,,5%,,,,,,,,,,,,,,0.26g,0.29g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Reference intake of an average adult (8400kJ/2000kcal) (RI),,,,,Morrisons Cheesy Mash 500g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contains 4 portions,,,,,Morrisons Cheesy Mash 500g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,,,,,Morrisons Creamy Garlic Mushrooms 300g,,,,,,8400kJ/2000kcal,,,,,6%,,,,,,,,337kJ/81kcal,,,,,,,,496kJ/119kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat,,,,,Morrisons Creamy Garlic Mushrooms 300g,,,,,,70g,,,,,10%,,,,,,,,4.9g,,,,,,,,7.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of which saturates,,,,,Morrisons Creamy Garlic Mushrooms 300g,,,,,,20g,,,,,17%,,,,,,,,2.3g,,,,,,,,3.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbohydrate,,,,,Morrisons Creamy Garlic Mushrooms 300g,,,,,,,,,,,,,,,,,,,6.2g,,,,,,,,9.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of which sugars,,,,,Morrisons Creamy Garlic Mushrooms 300g,,,,,,90g,,,,,2%,,,,,,,,1.4g,,,,,,,,2.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre,,,,,Morrisons Creamy Garlic Mushrooms 300g,,,,,,,,,,,,,,,,,,,1g,,,,,,,,1.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein,,,,,Morrisons Creamy Garlic Mushrooms 300g,,,,,,,,,,,,,,,,,,,2.4g,,,,,,,,3.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
